,Unnamed: 0,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,check_column,Country Column,Nationality
3115,3950,Gerard Deulofeu,Right Winger,21,FC Barcelona,LaLiga,Everton,Premier League,2015-2016,6000000.0,6000000,,,Spain
3116,3951,Claudio Beauvue,Centre-Forward,27,Guingamp,Ligue 1,Olympique Lyon,Ligue 1,2015-2016,5000000.0,6000000,True,Italy,Guadeloupe
3117,3952,Bernard Mensah,Attacking Midfield,20,Vit. Guimarães,Liga NOS,Atlético Madrid,LaLiga,2015-2016,4000000.0,6000000,True,,England
3118,3953,Iago Aspas,Right Winger,27,Liverpool,Premier League,Sevilla FC,LaLiga,2015-2016,4000000.0,6000000,True,England,Spain
3119,3954,Daniele Baselli,Central Midfield,23,Atalanta,Serie A,Torino,Serie A,2015-2016,3800000.0,6000000,True,Italy,Italy
3120,3955,Gaël Kakuta,Left Winger,24,Chelsea,Premier League,Sevilla FC,LaLiga,2015-2016,3500000.0,6000000,True,,France
3121,3956,Leandro Paredes,Defensive Midfield,21,Boca Juniors,Primera División,AS Roma,Serie A,2015-2016,3500000.0,6000000,True,,Argentina
3122,3958,Henri Saivet,Attacking Midfield,25,G. Bordeaux,Ligue 1,Newcastle,Premier League,2015-2016,2500000.0,6000000,True,,Senegal
3123,3960,Ezequiel Lavezzi,Second Striker,30,Paris SG,Ligue 1,HB CFFC,Super League,2015-2016,9000000.0,5500000,True,,Argentina
3124,3961,Paul Pogba,Central Midfield,23,Juventus,Serie A,Man Utd,Premier League,2016-2017,70000000.0,105000000,True,,France
3125,3962,Gonzalo Higuaín,Centre-Forward,28,SSC Napoli,Serie A,Juventus,Serie A,2016-2017,65000000.0,90000000,True,Spain,France
3126,3963,Oscar,Attacking Midfield,25,Chelsea,Premier League,SIPG,Super League,2016-2017,35000000.0,60000000,True,Italy,
3127,3964,Hulk,Right Winger,29,Zenit S-Pb,Premier Liga,SIPG,Super League,2016-2017,32000000.0,55800000,,France,
3128,3965,John Stones,Centre-Back,22,Everton,Premier League,Man City,Premier League,2016-2017,28000000.0,55600000,True,England,England
3129,3966,Leroy Sané,Left Winger,20,FC Schalke 04,1.Bundesliga,Man City,Premier League,2016-2017,30000000.0,50500000,True,France,Germany
3130,3967,Granit Xhaka,Defensive Midfield,23,Bor. M'gladbach,1.Bundesliga,Arsenal,Premier League,2016-2017,25000000.0,45000000,True,,Switzerland
3131,3968,Henrikh Mkhitaryan,Attacking Midfield,27,Bor. Dortmund,1.Bundesliga,Man Utd,Premier League,2016-2017,30000000.0,42000000,True,,"Armenian SSR,Soviet Union"
3132,3969,Sadio Mané,Left Winger,24,Southampton,Premier League,Liverpool,Premier League,2016-2017,20000000.0,41200000,True,,Senegal
3133,3970,Shkodran Mustafi,Centre-Back,24,Valencia CF,LaLiga,Arsenal,Premier League,2016-2017,20000000.0,41000000,True,England,Germany
3134,3971,João Mário,Attacking Midfield,23,Sporting CP,Liga NOS,Inter,Serie A,2016-2017,30000000.0,40000000,True,Italy,
3135,3972,Julian Draxler,Central Midfield,23,VfL Wolfsburg,1.Bundesliga,Paris SG,Ligue 1,2016-2017,28000000.0,40000000,True,Germany,Germany
3136,3973,Michy Batshuayi,Centre-Forward,22,Marseille,Ligue 1,Chelsea,Premier League,2016-2017,15000000.0,39000000,True,Germany,Belgium
3137,3974,Eric Bailly,Centre-Back,22,Villarreal CF,LaLiga,Man Utd,Premier League,2016-2017,8000000.0,38000000,True,Germany,Ivory Coast
3138,3975,André Gomes,Central Midfield,22,Valencia CF,LaLiga,FC Barcelona,LaLiga,2016-2017,30000000.0,37000000,True,England,Portugal
3139,3976,N'Golo Kanté,Defensive Midfield,25,Leicester,Premier League,Chelsea,Premier League,2016-2017,20000000.0,35800000,True,Germany,France
3140,3977,Mats Hummels,Centre-Back,27,Bor. Dortmund,1.Bundesliga,Bayern Munich ,1.Bundesliga,2016-2017,32000000.0,35000000,True,,West Germany
3141,3978,David Luiz,Centre-Back,29,Paris SG,Ligue 1,Chelsea,Premier League,2016-2017,28000000.0,35000000,True,Italy,Brazil
3142,3979,Moussa Sissoko,Central Midfield,27,Newcastle,Championship,Spurs,Premier League,2016-2017,13000000.0,35000000,True,Italy,France
3143,3980,Renato Sanches,Central Midfield,18,Benfica,Liga NOS,Bayern Munich ,1.Bundesliga,2016-2017,10000000.0,35000000,True,,Portugal
3144,3981,Miralem Pjanic,Central Midfield,26,AS Roma,Serie A,Juventus,Serie A,2016-2017,35000000.0,32000000,,Greece,SFR Yugoslavia
3145,3982,Gabriel Jesus,Centre-Forward,19,Palmeiras,Série A,Man City,Premier League,2016-2017,16000000.0,32000000,True,,Brazil
3146,3983,Arkadiusz Milik,Centre-Forward,22,AFC Ajax,Eredivisie,SSC Napoli,Serie A,2016-2017,12000000.0,32000000,True,England,Poland
3147,3984,Christian Benteke,Centre-Forward,25,Liverpool,Premier League,Crystal Palace,Premier League,2016-2017,27000000.0,31200000,True,England,Zaire
3148,3985,Islam Slimani,Centre-Forward,28,Sporting CP,Liga NOS,Leicester,Premier League,2016-2017,22000000.0,30500000,True,Greece,Algeria
3149,3986,Álvaro Morata,Centre-Forward,23,Juventus,Serie A,Real Madrid,LaLiga,2016-2017,30000000.0,30000000,,,Spain
3150,3987,Paco Alcácer,Centre-Forward,23,Valencia CF,LaLiga,FC Barcelona,LaLiga,2016-2017,25000000.0,30000000,True,Italy,Spain
3151,3988,Kévin Gameiro,Centre-Forward,29,Sevilla FC,LaLiga,Atlético Madrid,LaLiga,2016-2017,20000000.0,30000000,True,Netherlands,France
3152,3989,André Schürrle,Left Winger,25,VfL Wolfsburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,18000000.0,30000000,True,Portugal,Germany
3153,3990,Gonçalo Guedes,Left Winger,20,Benfica,Liga NOS,Paris SG,Ligue 1,2016-2017,9000000.0,30000000,True,England,Portugal
3154,3991,Gabriel Barbosa,Second Striker,20,Santos FC,Série A,Inter,Serie A,2016-2017,20000000.0,29500000,,Italy,Brazil
3155,3992,Dimitri Payet,Attacking Midfield,29,West Ham,Premier League,Marseille,Ligue 1,2016-2017,30000000.0,29300000,True,England,Réunion
3156,3993,Yannick Bolasie,Left Winger,27,Crystal Palace,Premier League,Everton,Premier League,2016-2017,14000000.0,28900000,True,Germany,France
3157,3994,Grzegorz Krychowiak,Defensive Midfield,26,Sevilla FC,LaLiga,Paris SG,Ligue 1,2016-2017,30000000.0,27500000,True,,Poland
3158,3995,Georginio Wijnaldum,Central Midfield,25,Newcastle,Championship,Liverpool,Premier League,2016-2017,20000000.0,27500000,True,,Netherlands
3159,3996,Ilkay Gündogan,Central Midfield,25,Bor. Dortmund,1.Bundesliga,Man City,Premier League,2016-2017,30000000.0,27000000,,Netherlands,Germany
3160,3997,Nico Gaitán,Left Winger,28,Benfica,Liga NOS,Atlético Madrid,LaLiga,2016-2017,30000000.0,25000000,,Italy,Argentina
3161,3998,Samuel Umtiti,Centre-Back,22,Olympique Lyon,Ligue 1,FC Barcelona,LaLiga,2016-2017,15000000.0,25000000,True,Germany,Cameroon
3162,3999,Jesé,Left Winger,23,Real Madrid,LaLiga,Paris SG,Ligue 1,2016-2017,14000000.0,25000000,True,France,Spain
3163,4000,André Ayew,Left Winger,26,Swansea,Premier League,West Ham,Premier League,2016-2017,18000000.0,24100000,True,England,France
3164,4001,Ezequiel Garay,Centre-Back,29,Zenit S-Pb,Premier Liga,Valencia CF,LaLiga,2016-2017,20000000.0,24000000,True,,Argentina
3165,4002,Naby Keïta,Central Midfield,21,RB Salzburg,Bundesliga,RB Leipzig,1.Bundesliga,2016-2017,11000000.0,24000000,True,France,Guinea
3166,4003,Odion Ighalo,Centre-Forward,27,Watford,Premier League,CC Yatai,Super League,2016-2017,12000000.0,23300000,,Italy,Nigeria
3167,4004,Marcos Alonso,Left-Back,25,Fiorentina,Serie A,Chelsea,Premier League,2016-2017,9000000.0,23000000,True,Germany,
3168,4005,Marko Pjaca,Left Winger,21,Dinamo Zagreb,1.HNL,Juventus,Serie A,2016-2017,8000000.0,23000000,True,,Croatia
3169,4006,Morgan Schneiderlin,Defensive Midfield,27,Man Utd,Premier League,Everton,Premier League,2016-2017,28000000.0,22900000,True,Italy,France
3170,4007,Breel Embolo,Centre-Forward,19,FC Basel,Super League,FC Schalke 04,1.Bundesliga,2016-2017,20000000.0,22500000,True,,Cameroon
3171,4008,Vincent Janssen,Centre-Forward,22,AZ Alkmaar,Eredivisie,Spurs,Premier League,2016-2017,6000000.0,22100000,True,Germany,Netherlands
3172,4009,Mario Götze,Attacking Midfield,24,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,35000000.0,22000000,True,Spain,Germany
3173,4010,Antonio Candreva,Right Winger,29,Lazio,Serie A,Inter,Serie A,2016-2017,23000000.0,22000000,True,Italy,Italy
3174,4011,Chengdong Zhang,Right Winger,27,BJ Sinobo Guoan,Super League,HB CFFC,Super League,2016-2017,475000.0,20440000,,France,
3175,4012,Axel Witsel,Central Midfield,27,Zenit S-Pb,Premier Liga,TJ Quanjian,Super League,2016-2017,20000000.0,20000000,True,,Belgium
3176,4013,Kevin Volland,Centre-Forward,23,TSG Hoffenheim,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2016-2017,17000000.0,20000000,True,Italy,Germany
3177,4014,Didier Ndong,Central Midfield,22,FC Lorient,Rel. Ligue 1,Sunderland,Premier League,2016-2017,5000000.0,20000000,True,Portugal,Gabon
3178,4015,Ahmed Musa,Centre-Forward,23,CSKA Moscow,Premier Liga,Leicester,Premier League,2016-2017,18000000.0,19500000,True,Portugal,Nigeria
3179,4016,Mattia Caldara,Centre-Back,22,Atalanta,Serie A,Juventus,Serie A,2016-2017,8000000.0,19000000,True,,Italy
3180,4017,Sofiane Boufal,Attacking Midfield,22,LOSC Lille,Ligue 1,Southampton,Premier League,2016-2017,13000000.0,18700000,True,,France
3181,4018,Joaquín Correa,Left Winger,21,Sampdoria,Serie A,Sevilla FC,LaLiga,2016-2017,6500000.0,18200000,True,,Argentina
3182,4019,Claudio Bravo,Goalkeeper,33,FC Barcelona,LaLiga,Man City,Premier League,2016-2017,15000000.0,18000000,True,England,Chile
3183,4020,Nolito,Left Winger,29,Celta de Vigo,LaLiga,Man City,Premier League,2016-2017,15000000.0,18000000,True,England,Spain
3184,4021,Aleksandar Dragovic,Centre-Back,25,Dynamo Kyiv,Premier Liga,Bay. Leverkusen,1.Bundesliga,2016-2017,15000000.0,18000000,,,Austria
3185,4022,Leonardo Pavoletti,Centre-Forward,28,Genoa,Serie A,SSC Napoli,Serie A,2016-2017,13000000.0,18000000,True,Italy,Italy
3186,4023,Jordon Ibe,Right Winger,20,Liverpool,Premier League,Bournemouth,Premier League,2016-2017,7000000.0,18000000,True,,England
3187,4024,Alexandre Pato,Centre-Forward,27,Villarreal CF,LaLiga,TJ Quanjian,Super League,2016-2017,6000000.0,18000000,,England,Brazil
3188,4025,Borja Bastón,Centre-Forward,23,Atlético Madrid,LaLiga,Swansea,Premier League,2016-2017,5000000.0,18000000,True,England,Spain
3189,4026,Yuhao Zhao,Defensive Midfield,23,ZJ Greentown,League One,HB CFFC,Super League,2016-2017,100000.0,17800000,,Italy,
3190,4027,Wilfred Ndidi,Defensive Midfield,20,KRC Genk,Jupiler Pro League,Leicester,Premier League,2016-2017,8000000.0,17600000,,England,Nigeria
3191,4028,Manolo Gabbiadini,Centre-Forward,25,SSC Napoli,Serie A,Southampton,Premier League,2016-2017,15000000.0,17000000,True,England,Italy
3192,4029,Franco Vázquez,Attacking Midfield,27,US Palermo,Serie A,Sevilla FC,LaLiga,2016-2017,15000000.0,16800000,True,,Argentina
3193,4030,Gerson,Right Winger,19,Fluminense,Série A,AS Roma,Serie A,2016-2017,6000000.0,16600000,True,Italy,
3194,4031,Lucas Digne,Left-Back,22,Paris SG,Ligue 1,FC Barcelona,LaLiga,2016-2017,12000000.0,16500000,True,England,France
3195,4032,Memphis Depay,Left Winger,22,Man Utd,Premier League,Olympique Lyon,Ligue 1,2016-2017,25000000.0,16000000,True,,Netherlands
3196,4033,Rafa Silva,Right Winger,23,Braga,Liga NOS,Benfica,Liga NOS,2016-2017,15000000.0,16000000,,Spain,Portugal
3197,4034,Sime Vrsaljko,Right-Back,24,Sassuolo,Serie A,Atlético Madrid,LaLiga,2016-2017,13000000.0,16000000,,Italy,Croatia
3198,4035,Andros Townsend,Right Winger,24,Newcastle,Championship,Crystal Palace,Premier League,2016-2017,9000000.0,15600000,True,,England
3199,4036,Joe Allen,Central Midfield,26,Liverpool,Premier League,Stoke City,Premier League,2016-2017,8000000.0,15500000,True,Italy,Wales
3200,4037,Nampalys Mendy,Defensive Midfield,24,OGC Nice,Ligue 1,Leicester,Premier League,2016-2017,7500000.0,15500000,True,Italy,France
3201,4038,Ryan Mason,Central Midfield,25,Spurs,Premier League,Hull City,Premier League,2016-2017,7500000.0,15400000,True,Italy,England
3202,4039,Graziano Pellè,Centre-Forward,31,Southampton,Premier League,SD Luneng,Super League,2016-2017,11000000.0,15250000,,Italy,Italy
3203,4040,Nacer Chadli,Left Winger,27,Spurs,Premier League,West Brom,Premier League,2016-2017,13000000.0,15200000,True,Italy,Belgium
3204,4041,Oliver Burke,Right Winger,19,Nottm Forest,Championship,RB Leipzig,1.Bundesliga,2016-2017,250000.0,15200000,True,Spain,Scotland
3205,4042,Robbie Brady,Left Midfield,25,Norwich,Championship,Burnley,Premier League,2016-2017,8000000.0,15100000,True,Germany,Ireland
3206,4043,Luka Milivojevic,Defensive Midfield,25,Olympiacos,Super League,Crystal Palace,Premier League,2016-2017,8000000.0,15100000,,Spain,"SR Serbia,Yugoslavia"
3207,4044,Mohamed Salah,Right Winger,24,Chelsea,Premier League,AS Roma,Serie A,2016-2017,20000000.0,15000000,True,Greece,Egypt
3208,4045,Christoph Kramer,Defensive Midfield,25,Bay. Leverkusen,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2016-2017,12000000.0,15000000,True,Spain,Germany
3209,4046,Ousmane Dembélé,Right Winger,19,Stade Rennais,Ligue 1,Bor. Dortmund,1.Bundesliga,2016-2017,12000000.0,15000000,True,France,France
3210,4047,Jonatan Soriano,Centre-Forward,31,RB Salzburg,Bundesliga,BJ Sinobo Guoan,Super League,2016-2017,6000000.0,15000000,,,Spain
3211,4048,Pierre-Emile Höjbjerg,Central Midfield,20,Bayern Munich ,1.Bundesliga,Southampton,Premier League,2016-2017,6000000.0,15000000,,Germany,Denmark
3212,4049,Djibril Sidibé,Right-Back,23,LOSC Lille,Ligue 1,Monaco,Ligue 1,2016-2017,4000000.0,15000000,True,,
3213,4050,Isaac Success,Left Winger,20,Granada CF,LaLiga,Watford,Premier League,2016-2017,3000000.0,15000000,True,Italy,Nigeria
3214,4053,Amadou Diawara,Defensive Midfield,19,Bologna,Serie A,SSC Napoli,Serie A,2016-2017,11000000.0,14500000,True,Italy,Guinea
3215,4054,Victor Wanyama,Defensive Midfield,25,Southampton,Premier League,Spurs,Premier League,2016-2017,15000000.0,14400000,True,Italy,Kenya
3216,4056,Lucas Pérez,Centre-Forward,27,Dep. La Coruña,LaLiga,Arsenal,Premier League,2016-2017,12000000.0,14000000,True,,Spain
3217,4057,Piotr Zielinski,Central Midfield,22,Udinese Calcio,Serie A,SSC Napoli,Serie A,2016-2017,12000000.0,14000000,,Spain,Poland
3218,4058,Filip Kostic,Left Winger,23,VfB Stuttgart,2.Bundesliga,Hamburger SV,1.Bundesliga,2016-2017,10000000.0,14000000,,Spain,FR Yugoslavia
3219,4059,Ashley Williams,Centre-Back,31,Swansea,Premier League,Everton,Premier League,2016-2017,8000000.0,14000000,True,France,
3220,4060,Timo Werner,Centre-Forward,20,VfB Stuttgart,2.Bundesliga,RB Leipzig,1.Bundesliga,2016-2017,8000000.0,14000000,True,England,Germany
3221,4061,Saido Berahino,Centre-Forward,23,West Brom,Premier League,Stoke City,Premier League,2016-2017,15000000.0,13900000,True,France,Burundi
3222,4062,Jeffrey Schlupp,Left-Back,24,Leicester,Premier League,Crystal Palace,Premier League,2016-2017,8000000.0,13800000,True,England,Germany
3223,4063,Roberto Soriano,Left Winger,25,Sampdoria,Serie A,Villarreal CF,LaLiga,2016-2017,14000000.0,13750000,True,France,Germany
3224,4064,Leon Bailey,Left Winger,19,KRC Genk,Jupiler Pro League,Bay. Leverkusen,1.Bundesliga,2016-2017,12500000.0,13500000,True,England,Jamaica
3225,4065,Stevan Jovetic,Centre-Forward,27,Man City,Premier League,Inter,Serie A,2016-2017,10000000.0,13500000,,Italy," SR Montenegro,SFR Yugoslavia"
3226,4066,Nathan Redmond,Left Winger,22,Norwich,Championship,Southampton,Premier League,2016-2017,7500000.0,13500000,True,Germany,England
3227,4067,Stephan El Shaarawy,Left Winger,23,AC Milan,Serie A,AS Roma,Serie A,2016-2017,17000000.0,13000000,True,England,Italy
3228,4068,Roberto Pereyra,Attacking Midfield,25,Juventus,Serie A,Watford,Premier League,2016-2017,16000000.0,13000000,True,England,Argentina
3229,4069,Nicola Sansone,Left Winger,24,Sassuolo,Serie A,Villarreal CF,LaLiga,2016-2017,12000000.0,13000000,True,Spain,Germany
3230,4070,Jasper Cillessen,Goalkeeper,27,AFC Ajax,Eredivisie,FC Barcelona,LaLiga,2016-2017,12000000.0,13000000,True,France,Netherlands
3231,4071,Benjamin Mendy,Left-Back,21,Marseille,Ligue 1,Monaco,Ligue 1,2016-2017,6500000.0,13000000,True,England,France
3232,4072,Yannick Gerhardt,Left-Back,22,1. FC Köln,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2016-2017,4500000.0,13000000,True,Spain,Germany
3233,4075,Yunus Malli,Attacking Midfield,24,1.FSV Mainz 05,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2016-2017,10000000.0,12500000,,England,Germany
3234,4076,Jannik Vestergaard,Centre-Back,23,Werder Bremen,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2016-2017,7000000.0,12500000,True,Germany,Denmark
3235,4077,Yongpo Wang,Attacking Midfield,30,SD Luneng,Super League,TJ Quanjian,Super League,2016-2017,400000.0,12440000,,England,
3236,4078,Riechedly Bazoer,Defensive Midfield,20,AFC Ajax,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016-2017,15000000.0,12000000,True,France,Netherlands
3237,4079,Manuel Lanzini,Attacking Midfield,23,Al-Jazira,UAE Gulf League,West Ham,Premier League,2016-2017,9000000.0,12000000,True,England,Argentina
3238,4080,Raphaël Guerreiro,Left-Back,22,FC Lorient,Rel. Ligue 1,Bor. Dortmund,1.Bundesliga,2016-2017,9000000.0,12000000,True,Germany,France
3239,4081,Sebastian Rode,Central Midfield,25,Bayern Munich ,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2016-2017,8000000.0,12000000,True,England,Germany
3240,4083,Brown Ideye,Centre-Forward,28,Olympiacos,Super League,TJ Teda,Super League,2016-2017,6000000.0,12000000,,France,Nigeria
3241,4085,Robert Snodgrass,Right Winger,29,Hull City,Premier League,West Ham,Premier League,2016-2017,5000000.0,12000000,True,,Scotland
3242,4087,David Neres,Right Winger,19,São Paulo,Série A,AFC Ajax,Eredivisie,2016-2017,,12000000,True,England,Brazil
3243,4088,Bas Dost,Centre-Forward,27,VfL Wolfsburg,1.Bundesliga,Sporting CP,Liga NOS,2016-2017,7500000.0,11850000,True,Germany,Netherlands
3244,4089,Jeff Hendrick,Central Midfield,24,Derby,Championship,Burnley,Premier League,2016-2017,1500000.0,11800000,True,England,Ireland
3245,4090,James Tomkins,Centre-Back,27,West Ham,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,11700000,True,Italy,
3246,4091,Jeffrey Bruma,Centre-Back,24,PSV Eindhoven,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016-2017,7750000.0,11500000,True,France,Netherlands
3247,4092,Anthony Ujah,Centre-Forward,25,Werder Bremen,1.Bundesliga,Liaoning FC,Super League,2016-2017,5500000.0,11500000,,England,Nigeria
3248,4093,Jake Livermore,Defensive Midfield,27,Hull City,Premier League,West Brom,Premier League,2016-2017,4500000.0,11500000,True,,England
3249,4095,Edin Dzeko,Centre-Forward,30,Man City,Premier League,AS Roma,Serie A,2016-2017,18000000.0,11000000,,England,SFR Yugoslavia
3250,4096,Hakim Ziyech,Attacking Midfield,23,FC Twente,Eredivisie,AFC Ajax,Eredivisie,2016-2017,11000000.0,11000000,True,,Netherlands
3251,4097,Kamil Glik,Centre-Back,28,Torino,Serie A,Monaco,Ligue 1,2016-2017,10000000.0,11000000,True,Italy,Poland
3252,4098,Georges-Kevin N'Koudou,Left Winger,21,Marseille,Ligue 1,Spurs,Premier League,2016-2017,7000000.0,11000000,,,France
3253,4099,Andrej Kramaric,Centre-Forward,25,Leicester,Premier League,TSG Hoffenheim,1.Bundesliga,2016-2017,5000000.0,11000000,,Italy,SFR Yugoslavia
3254,4100,Mingjian Zhao,Right-Back,29,SD Luneng,Super League,HB CFFC,Super League,2016-2017,450000.0,10950000,,England,
3255,4101,Hang Ren,Left-Back,27,JS Suning,Super League,HB CFFC,Super League,2016-2017,400000.0,10750000,,England,
3256,4102,Carlos Tévez,Second Striker,32,Boca Juniors,Primera División,SH Shenhua,Super League,2016-2017,8500000.0,10500000,,Germany,Argentina
3257,4103,Cristian Ansaldi,Left-Back,29,Genoa,Serie A,Inter,Serie A,2016-2017,6000000.0,10500000,True,England,Argentina
3258,4104,Patrick van Aanholt,Left-Back,26,Sunderland,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,10500000,True,Italy,Netherlands
3259,4105,Marten de Roon,Central Midfield,25,Atalanta,Serie A,Middlesbrough,Premier League,2016-2017,5000000.0,10500000,True,England,Netherlands
3260,4107,Kyung-won Kwon,Centre-Back,24,Al-Ahli (UAE),UAE Gulf League,TJ Quanjian,Super League,2016-2017,400000.0,10500000,,England,
3261,4108,Wenzhao Zhang,Right Midfield,29,SD Luneng,Super League,GZ Evergrande,Super League,2016-2017,250000.0,10400000,,England,
3262,4109,Dennis Praet,Central Midfield,22,RSC Anderlecht,Jupiler Pro League,Sampdoria,Serie A,2016-2017,9000000.0,10000000,True,,Belgium
3263,4111,Giovani Lo Celso,Central Midfield,20,CA Rosario,Primera División,Paris SG,Ligue 1,2016-2017,7500000.0,10000000,True,,Argentina
3264,4112,Lorenzo Tonelli,Centre-Back,26,FC Empoli,Serie A,SSC Napoli,Serie A,2016-2017,5500000.0,10000000,True,,Italy
3265,4113,Dayot Upamecano,Centre-Back,18,RB Salzburg,Bundesliga,RB Leipzig,1.Bundesliga,2016-2017,5000000.0,10000000,True,Italy,France
3266,4115,Josip Brekalo,Left Winger,18,Dinamo Zagreb,1.HNL,VfL Wolfsburg,1.Bundesliga,2016-2017,1000000.0,10000000,True,France,Croatia
3267,4117,Éder,Second Striker,29,Sampdoria,Serie A,Inter,Serie A,2016-2017,12000000.0,9800000,True,,
3268,4118,Mario Lemina,Defensive Midfield,22,Marseille,Ligue 1,Juventus,Serie A,2016-2017,4000000.0,9800000,True,England,Gabon
3269,4119,Emre Mor,Left Winger,18,Nordsjaelland,Superligaen,Bor. Dortmund,1.Bundesliga,2016-2017,1000000.0,9750000,True,England,Denmark
3270,4120,Chenglin Zhang,Left-Back,29,BJ Renhe,League One,GZ Evergrande,Super League,2016-2017,125000.0,9650000,,Portugal,
3271,4121,Ganso,Attacking Midfield,26,São Paulo,Série A,Sevilla FC,LaLiga,2016-2017,9000000.0,9500000,True,England,
3272,4122,Wissam Ben Yedder,Centre-Forward,25,Toulouse,Ligue 1,Sevilla FC,LaLiga,2016-2017,9000000.0,9500000,True,Italy,France
3273,4123,Papy Djilobodji,Centre-Back,27,Chelsea,Premier League,Sunderland,Premier League,2016-2017,4500000.0,9500000,True,,Senegal
3274,4124,Ciro Immobile,Centre-Forward,26,Sevilla FC,LaLiga,Lazio,Serie A,2016-2017,10000000.0,9450000,True,Germany,Italy
3275,4128,Walace,Defensive Midfield,21,Grêmio,Série A,Hamburger SV,1.Bundesliga,2016-2017,9000000.0,9200000,True,,
3276,4129,José Fonte,Centre-Back,33,Southampton,Premier League,West Ham,Premier League,2016-2017,6000000.0,9200000,True,Italy,Portugal
3277,4131,Hongbo Yin,Right Midfield,27,HN Jianye,Super League,HB CFFC,Super League,2016-2017,225000.0,9050000,,England,
3278,4132,Miranda,Centre-Back,31,Atlético Madrid,LaLiga,Inter,Serie A,2016-2017,16000000.0,9000000,True,Spain,
3279,4133,Adem Ljajic,Attacking Midfield,24,AS Roma,Serie A,Torino,Serie A,2016-2017,12000000.0,9000000,,,SFR Yugoslavia
3280,4134,Morgan Sanson,Central Midfield,22,Montpellier,Ligue 1,Marseille,Ligue 1,2016-2017,10000000.0,9000000,True,,France
3281,4135,Antonio Rüdiger,Centre-Back,23,VfB Stuttgart,2.Bundesliga,AS Roma,Serie A,2016-2017,10000000.0,9000000,True,Greece,Germany
3282,4136,Diego Perotti,Left Winger,27,Genoa,Serie A,AS Roma,Serie A,2016-2017,9500000.0,9000000,True,Italy,Argentina
3283,4137,Sven Kums,Defensive Midfield,28,KAA Gent,Jupiler Pro League,Watford,Premier League,2016-2017,7500000.0,9000000,True,Italy,Belgium
3284,4138,Gianluca Lapadula,Centre-Forward,26,Pescara,Serie A,AC Milan,Serie A,2016-2017,6500000.0,9000000,True,France,Italy
3285,4139,Kamil Grosicki,Right Winger,28,Stade Rennais,Ligue 1,Hull City,Premier League,2016-2017,6000000.0,9000000,True,,Poland
3286,4140,Daryl Janmaat,Right-Back,27,Newcastle,Championship,Watford,Premier League,2016-2017,7500000.0,8900000,True,,Netherlands
3287,4141,Roger Martínez,Centre-Forward,22,Racing Club,Primera División,JS Suning,Super League,2016-2017,1200000.0,8900000,True,Italy,Colombia
3288,4142,Ademola Lookman,Left Winger,19,Charlton,League One,Everton,Premier League,2016-2017,1500000.0,8800000,True,England,England
3289,4143,Steven Defour,Central Midfield,28,RSC Anderlecht,Jupiler Pro League,Burnley,Premier League,2016-2017,6000000.0,8600000,True,Italy,Belgium
3290,4144,Alexander Isak,Centre-Forward,17,AIK Solna,Allsvenskan,Bor. Dortmund,1.Bundesliga,2016-2017,1750000.0,8600000,True,,Sweden
3291,4145,Nani,Left Winger,29,Fenerbahce,Süper Lig,Valencia CF,LaLiga,2016-2017,14500000.0,8500000,True,,
3292,4146,Idrissa Gueye,Central Midfield,26,Aston Villa,Championship,Everton,Premier League,2016-2017,9000000.0,8500000,True,,Senegal
3293,4147,Emanuel Mammana,Centre-Back,20,River Plate,Primera División,Olympique Lyon,Ligue 1,2016-2017,7000000.0,8500000,True,Portugal,Argentina
3294,4148,Borek Dockal,Attacking Midfield,28,Sparta Praha,HET Liga,HN Jianye,Super League,2016-2017,3500000.0,8500000,,England,Czechoslovakia
3295,4149,Jorge,Left-Back,20,Flamengo,Série A,Monaco,Ligue 1,2016-2017,2500000.0,8500000,True,England,
3296,4150,Gustavo Gómez,Centre-Back,23,Lanús,Primera División,AC Milan,Serie A,2016-2017,1750000.0,8500000,True,France,Paraguay
3297,4151,Óscar Romero,Attacking Midfield,24,Racing Club,Primera División,SH Shenhua,Super League,2016-2017,7000000.0,8400000,True,Germany,
3298,4152,Taiyan Jin,Right Midfield,27,Liaoning FC,Super League,BJ Sinobo Guoan,Super League,2016-2017,225000.0,8280000,,,
3299,4153,Yang Yu,Centre-Back,27,GZ R&F,Super League,BJ Sinobo Guoan,Super League,2016-2017,200000.0,8270000,,Germany,
3300,4154,Adama Traoré,Right Winger,20,Aston Villa,Championship,Middlesbrough,Premier League,2016-2017,8000000.0,8250000,True,,
3301,4155,Gianluca Caprari,Second Striker,22,Pescara,Serie A,Inter,Serie A,2016-2017,3500000.0,8250000,True,England,Italy
