,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
1087,2010-06-03,Germany,Bosnia and Herzegovina,3,1,Friendly,False,Germany,2,10,3,8,3,44,41
1088,2010-06-03,Italy,Mexico,1,2,Friendly,True,Mexico,1,8,3,8,14,27,13
1089,2010-06-03,Spain,South Korea,1,0,Friendly,True,Spain,1,15,5,15,1,40,39
1090,2010-06-04,France,China PR,0,1,Friendly,True,China PR,1,5,4,7,18,87,69
1091,2010-06-05,Netherlands,Hungary,6,1,Friendly,False,Netherlands,5,13,0,13,2,42,40
1092,2010-06-05,Switzerland,Italy,1,1,Friendly,False,Draw,0,11,6,8,22,14,8
1093,2010-06-08,Mozambique,Portugal,0,3,Friendly,True,Portugal,3,0,13,0,96,8,88
1094,2010-06-08,Spain,Poland,6,0,Friendly,False,Spain,6,15,7,15,1,73,72
1095,2010-06-11,Uruguay,France,0,0,FIFA World Cup,True,Draw,0,3,5,2,7,18,11
1096,2010-06-12,England,United States,1,1,FIFA World Cup,True,Draw,0,10,4,13,6,18,12
1097,2010-06-12,South Korea,Greece,2,0,FIFA World Cup,True,South Korea,2,7,4,9,40,11,29
1098,2010-06-13,Germany,Australia,4,0,FIFA World Cup,True,Germany,4,12,5,10,3,26,23
1099,2010-06-14,Italy,Paraguay,1,1,FIFA World Cup,True,Draw,0,6,6,6,14,24,10
1100,2010-06-14,Netherlands,Denmark,2,0,FIFA World Cup,True,Netherlands,2,15,5,15,2,28,26
1101,2010-06-15,Ivory Coast,Portugal,0,0,FIFA World Cup,True,Draw,0,3,11,2,203,8,195
1102,2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,True,Switzerland,1,12,11,12,1,22,21
1103,2010-06-17,France,Mexico,0,2,FIFA World Cup,True,Mexico,2,5,6,4,18,27,9
1104,2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,True,Greece,1,4,7,5,11,32,21
1105,2010-06-18,England,Algeria,0,0,FIFA World Cup,True,Draw,0,11,2,11,6,35,29
1106,2010-06-18,Germany,Serbia,0,1,FIFA World Cup,True,Serbia,1,12,5,9,3,23,20
1107,2010-06-19,Netherlands,Japan,1,0,FIFA World Cup,True,Netherlands,1,15,6,15,2,29,27
1108,2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,True,Draw,0,4,2,6,14,63,49
1109,2010-06-21,Portugal,North Korea,7,0,FIFA World Cup,True,Portugal,7,11,1,13,8,205,197
1110,2010-06-21,Spain,Honduras,2,0,FIFA World Cup,True,Spain,2,12,0,12,1,59,58
1111,2010-06-22,Greece,Argentina,0,2,FIFA World Cup,True,Argentina,2,4,12,4,11,5,6
1112,2010-06-22,South Africa,France,2,1,FIFA World Cup,False,South Africa,1,3,2,3,51,18,33
1113,2010-06-23,Ghana,Germany,0,1,FIFA World Cup,True,Germany,1,2,12,0,16,3,13
1114,2010-06-23,Slovenia,England,0,1,FIFA World Cup,True,England,1,0,11,3,17,6,11
1115,2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,True,Netherlands,1,1,15,1,37,2,35
1116,2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,True,Slovakia,1,3,3,4,20,14,6
1117,2010-06-25,Chile,Spain,1,2,FIFA World Cup,True,Spain,1,5,12,3,15,1,14
1118,2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,True,Draw,0,11,13,11,8,4,4
1119,2010-06-27,Germany,England,4,1,FIFA World Cup,True,Germany,3,12,8,12,3,6,3
1120,2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,True,Netherlands,1,15,3,15,2,20,18
1121,2010-06-29,Spain,Portugal,1,0,FIFA World Cup,True,Spain,1,12,8,12,1,8,7
1122,2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,True,Netherlands,1,15,10,15,2,4,2
1123,2010-07-03,Argentina,Germany,0,4,FIFA World Cup,True,Germany,4,9,12,9,5,3,2
1124,2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,True,Spain,1,6,12,0,24,1,23
1125,2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,True,Netherlands,1,2,15,2,7,2,5
1126,2010-07-07,Germany,Spain,0,1,FIFA World Cup,True,Spain,1,9,15,9,3,1,2
1127,2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,True,Germany,1,2,12,2,7,3,4
1128,2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,True,Spain,1,12,15,12,2,1,1
1129,2010-08-10,Italy,Ivory Coast,0,1,Friendly,True,Ivory Coast,1,3,5,3,14,203,189
1130,2010-08-11,Denmark,Germany,2,2,Friendly,False,Draw,0,6,10,5,28,3,25
1131,2010-08-11,England,Hungary,2,1,Friendly,False,England,1,8,0,11,6,42,36
1132,2010-08-11,Finland,Belgium,1,0,Friendly,False,Finland,1,5,9,9,83,57,26
1133,2010-08-11,Mexico,Spain,1,1,Friendly,False,Draw,0,7,13,3,27,1,26
1134,2010-08-11,Norway,France,2,1,Friendly,False,Norway,1,9,1,7,12,18,6
1135,2010-08-11,Serbia,Greece,0,1,Friendly,False,Greece,1,4,6,5,23,11,12
1136,2010-08-11,Sweden,Scotland,3,0,Friendly,False,Sweden,3,5,3,7,33,52,19
1137,2010-08-11,Ukraine,Netherlands,1,1,Friendly,False,Draw,0,5,10,5,34,2,32
1138,2010-09-03,Belgium,Germany,0,1,UEFA Euro qualification,False,Germany,1,6,10,9,57,3,54
1139,2010-09-03,England,Bulgaria,4,0,UEFA Euro qualification,False,England,4,10,1,11,6,49,43
1140,2010-09-03,Estonia,Italy,1,2,UEFA Euro qualification,False,Italy,1,4,5,4,82,14,68
1141,2010-09-03,France,Belarus,0,1,UEFA Euro qualification,False,Belarus,1,1,7,3,18,38,20
1142,2010-09-03,Greece,Georgia,1,1,UEFA Euro qualification,False,Draw,0,7,4,5,11,73,62
1143,2010-09-03,Liechtenstein,Spain,0,4,UEFA Euro qualification,False,Spain,4,0,13,1,148,1,147
1144,2010-09-03,Lithuania,Scotland,0,0,UEFA Euro qualification,False,Draw,0,1,4,1,55,52,3
1145,2010-09-03,Portugal,Cyprus,4,4,UEFA Euro qualification,False,Draw,0,6,1,9,8,91,83
1146,2010-09-03,San Marino,Netherlands,0,5,UEFA Euro qualification,False,Netherlands,5,0,10,0,203,2,201
1147,2010-09-07,Argentina,Spain,4,1,Friendly,False,Argentina,3,9,10,9,5,1,4
1148,2010-09-07,Bosnia and Herzegovina,France,0,2,UEFA Euro qualification,False,France,2,0,3,3,44,18,26
1149,2010-09-07,Croatia,Greece,0,0,UEFA Euro qualification,False,Draw,0,7,8,7,10,11,1
1150,2010-09-07,Germany,Azerbaijan,6,1,UEFA Euro qualification,False,Germany,5,10,0,9,3,98,95
1151,2010-09-07,Italy,Faroe Islands,5,0,UEFA Euro qualification,False,Italy,5,7,0,5,14,136,122
1152,2010-09-07,Netherlands,Finland,2,1,UEFA Euro qualification,False,Netherlands,1,10,5,12,2,83,81
1153,2010-09-07,Norway,Portugal,1,0,UEFA Euro qualification,False,Norway,1,12,5,10,12,8,4
1154,2010-09-07,Scotland,Liechtenstein,2,1,UEFA Euro qualification,False,Scotland,1,7,0,12,52,148,96
1155,2010-09-07,Switzerland,England,1,3,UEFA Euro qualification,False,England,2,8,12,8,22,6,16
1156,2010-09-07,Turkey,Belgium,3,2,UEFA Euro qualification,False,Turkey,1,3,3,7,31,57,26
1157,2010-10-08,Czech Republic,Scotland,1,0,UEFA Euro qualification,False,Czech Republic,1,7,7,9,30,52,22
1158,2010-10-08,Germany,Turkey,3,0,UEFA Euro qualification,False,Germany,3,13,3,9,3,31,28
1159,2010-10-08,Greece,Latvia,1,0,UEFA Euro qualification,False,Greece,1,8,0,7,11,78,67
1160,2010-10-08,Kazakhstan,Belgium,0,2,UEFA Euro qualification,False,Belgium,2,1,6,1,138,57,81
1161,2010-10-08,Moldova,Netherlands,0,1,UEFA Euro qualification,False,Netherlands,1,1,10,2,84,2,82
1162,2010-10-08,Northern Ireland,Italy,0,0,UEFA Euro qualification,False,Draw,0,5,7,8,43,14,29
1163,2010-10-08,Portugal,Denmark,3,1,UEFA Euro qualification,False,Portugal,2,5,3,11,8,28,20
1164,2010-10-08,Spain,Lithuania,3,1,UEFA Euro qualification,False,Spain,2,10,1,12,1,55,54
1165,2010-10-09,France,Romania,2,0,UEFA Euro qualification,False,France,2,6,3,6,18,56,38
1166,2010-10-12,Belgium,Austria,4,4,UEFA Euro qualification,False,Draw,0,4,5,7,57,46,11
1167,2010-10-12,England,Montenegro,0,0,UEFA Euro qualification,False,Draw,0,10,1,9,6,25,19
1168,2010-10-12,France,Luxembourg,2,0,UEFA Euro qualification,False,France,2,9,1,6,18,134,116
1169,2010-10-12,Greece,Israel,2,1,UEFA Euro qualification,False,Greece,1,11,2,10,11,50,39
1170,2010-10-12,Iceland,Portugal,1,3,UEFA Euro qualification,False,Portugal,2,0,7,2,112,8,104
1171,2010-10-12,Italy,Serbia,3,0,UEFA Euro qualification,False,Italy,3,10,4,8,14,23,9
1172,2010-10-12,Kazakhstan,Germany,0,3,UEFA Euro qualification,False,Germany,3,0,13,1,138,3,135
1173,2010-10-12,Netherlands,Sweden,4,1,UEFA Euro qualification,False,Netherlands,3,13,4,12,2,33,31
1174,2010-10-12,Scotland,Spain,2,3,UEFA Euro qualification,False,Spain,1,4,10,9,52,1,51
1175,2010-11-16,Scotland,Faroe Islands,3,0,Friendly,False,Scotland,3,7,0,9,52,136,84
1176,2010-11-17,Austria,Greece,1,2,Friendly,False,Greece,1,4,11,3,46,11,35
1177,2010-11-17,England,France,1,2,Friendly,False,France,1,10,12,8,6,18,12
1178,2010-11-17,Italy,Romania,1,1,Friendly,True,Draw,0,11,3,8,14,56,42
1179,2010-11-17,Netherlands,Turkey,1,0,Friendly,False,Netherlands,1,15,3,12,2,31,29
1180,2010-11-17,Portugal,Spain,4,0,Friendly,False,Portugal,4,10,9,11,8,1,7
1181,2010-11-17,Russia,Belgium,0,2,Friendly,False,Belgium,2,1,7,4,13,57,44
1182,2010-11-17,Sweden,Germany,0,0,Friendly,False,Draw,0,5,13,5,33,3,30
1183,2011-02-09,Argentina,Portugal,2,1,Friendly,True,Argentina,1,12,9,9,10,7,3
1184,2011-02-09,Belgium,Finland,1,1,Friendly,False,Draw,0,8,5,5,41,86,45
1185,2011-02-09,Denmark,England,1,2,Friendly,False,England,1,2,10,2,11,5,6
1186,2011-02-09,France,Brazil,1,0,Friendly,False,France,1,15,7,9,15,6,9
1187,2011-02-09,Germany,Italy,1,1,Friendly,False,Draw,0,11,9,10,3,9,6
1188,2011-02-09,Greece,Canada,1,0,Friendly,False,Greece,1,13,0,10,14,72,58
1189,2011-02-09,Netherlands,Austria,3,1,Friendly,False,Netherlands,2,15,1,12,2,70,68
1190,2011-02-09,Scotland,Northern Ireland,3,0,UEFA Nations League,True,Scotland,3,9,2,12,47,88,41
1191,2011-02-09,Spain,Colombia,1,0,Friendly,False,Spain,1,9,0,12,1,36,35
1192,2011-03-25,Austria,Belgium,0,2,UEFA Euro qualification,False,Belgium,2,1,11,3,70,41,29
1193,2011-03-25,Hungary,Netherlands,0,4,UEFA Euro qualification,False,Netherlands,4,0,15,3,37,2,35
1194,2011-03-25,Luxembourg,France,0,2,UEFA Euro qualification,False,France,2,1,15,1,128,15,113
1195,2011-03-25,Slovenia,Italy,0,1,UEFA Euro qualification,False,Italy,1,0,9,0,26,9,17
1196,2011-03-25,Spain,Czech Republic,2,1,UEFA Euro qualification,False,Spain,1,12,7,15,1,33,32
1197,2011-03-26,Germany,Kazakhstan,4,0,UEFA Euro qualification,False,Germany,4,11,0,10,3,138,135
1198,2011-03-26,Malta,Greece,0,1,UEFA Euro qualification,False,Greece,1,0,15,0,156,14,142
1199,2011-03-26,Portugal,Chile,1,1,Friendly,False,Draw,0,10,5,9,7,13,6
1200,2011-03-26,Wales,England,0,2,UEFA Euro qualification,False,England,2,3,10,3,48,5,43
1201,2011-03-27,Brazil,Scotland,2,0,Friendly,True,Brazil,2,7,6,12,6,47,41
1202,2011-03-29,Belgium,Azerbaijan,4,1,UEFA Euro qualification,False,Belgium,3,11,0,8,41,112,71
1203,2011-03-29,England,Ghana,1,1,Friendly,False,Draw,0,8,2,8,5,29,24
1204,2011-03-29,France,Croatia,0,0,Friendly,False,Draw,0,13,5,10,15,8,7
1205,2011-03-29,Germany,Australia,1,2,Friendly,False,Australia,1,8,7,10,3,23,20
1206,2011-03-29,Greece,Poland,0,0,Friendly,False,Draw,0,13,7,11,14,66,52
1207,2011-03-29,Lithuania,Spain,1,3,UEFA Euro qualification,False,Spain,2,1,12,1,92,1,91
1208,2011-03-29,Netherlands,Hungary,5,3,UEFA Euro qualification,False,Netherlands,2,15,0,15,2,37,35
1209,2011-03-29,Portugal,Finland,2,0,Friendly,False,Portugal,2,10,5,11,7,86,79
1210,2011-03-29,Ukraine,Italy,0,2,Friendly,False,Italy,2,5,11,5,55,9,46
1211,2011-05-25,Wales,Scotland,1,3,UEFA Nations League,True,Scotland,2,3,9,3,48,47,1
1212,2011-05-29,Germany,Uruguay,2,1,Friendly,False,Germany,1,8,2,10,3,4,1
1213,2011-05-29,Republic of Ireland,Scotland,1,0,UEFA Nations League,False,Republic of Ireland,1,6,9,5,22,47,25
1214,2011-06-03,Austria,Germany,1,2,UEFA Euro qualification,False,Germany,1,1,10,3,70,3,67
1215,2011-06-03,Belarus,France,1,1,UEFA Euro qualification,False,Draw,0,5,11,5,64,15,49
1216,2011-06-03,Belgium,Turkey,1,1,UEFA Euro qualification,False,Draw,0,11,4,6,41,28,13
1217,2011-06-03,Italy,Estonia,3,0,UEFA Euro qualification,False,Italy,3,11,4,10,9,57,48
1218,2011-06-04,Brazil,Netherlands,0,0,Friendly,False,Draw,0,5,13,13,6,2,4
1219,2011-06-04,England,Switzerland,2,2,UEFA Euro qualification,False,Draw,0,8,8,6,5,17,12
1220,2011-06-04,Greece,Malta,3,1,UEFA Euro qualification,False,Greece,2,13,0,13,14,156,142
1221,2011-06-04,Portugal,Norway,1,0,UEFA Euro qualification,False,Portugal,1,10,9,13,7,25,18
1222,2011-06-04,United States,Spain,0,4,Friendly,False,Spain,4,4,12,3,34,1,33
1223,2011-06-06,Ukraine,France,1,4,Friendly,False,France,3,2,11,4,55,15,40
1224,2011-06-07,Azerbaijan,Germany,1,3,UEFA Euro qualification,False,Germany,2,0,12,0,112,3,109
1225,2011-06-07,Ecuador,Greece,1,1,Friendly,True,Draw,0,1,11,2,42,14,28
1226,2011-06-07,Italy,Republic of Ireland,0,2,Friendly,True,Republic of Ireland,2,10,8,10,9,22,13
1227,2011-06-07,Venezuela,Spain,0,3,Friendly,False,Spain,3,0,15,0,39,1,38
1228,2011-06-08,Uruguay,Netherlands,1,1,Friendly,False,Draw,0,2,11,2,4,2,2
1229,2011-06-09,Poland,France,0,1,Friendly,False,France,1,4,11,9,66,15,51
1230,2011-08-10,Bosnia and Herzegovina,Greece,0,0,Friendly,False,Draw,0,1,9,4,20,14,6
1231,2011-08-10,France,Chile,1,1,Friendly,False,Draw,0,9,3,11,15,13,2
1232,2011-08-10,Germany,Brazil,3,2,Friendly,False,Germany,1,12,4,10,3,6,3
1233,2011-08-10,Italy,Spain,2,1,Friendly,False,Italy,1,12,12,10,9,1,8
1234,2011-08-10,Portugal,Luxembourg,5,0,Friendly,False,Portugal,5,10,1,13,7,128,121
1235,2011-08-10,Scotland,Denmark,2,1,Friendly,False,Scotland,1,9,1,12,47,11,36
1236,2011-08-10,Slovenia,Belgium,0,0,Friendly,False,Draw,0,1,9,1,26,41,15
1237,2011-09-02,Albania,France,1,2,UEFA Euro qualification,False,France,1,1,11,3,74,15,59
1238,2011-09-02,Azerbaijan,Belgium,1,1,UEFA Euro qualification,False,Draw,0,1,9,1,112,41,71
1239,2011-09-02,Bulgaria,England,0,3,UEFA Euro qualification,False,England,3,1,11,3,84,5,79
1240,2011-09-02,Cyprus,Portugal,0,4,UEFA Euro qualification,False,Portugal,4,1,13,1,127,7,120
1241,2011-09-02,Faroe Islands,Italy,0,1,UEFA Euro qualification,False,Italy,1,0,12,0,116,9,107
1242,2011-09-02,Germany,Austria,6,2,UEFA Euro qualification,False,Germany,4,15,0,12,3,70,67
1243,2011-09-02,Israel,Greece,0,1,UEFA Euro qualification,False,Greece,1,1,9,3,37,14,23
1244,2011-09-02,Netherlands,San Marino,11,0,UEFA Euro qualification,False,Netherlands,11,11,0,15,2,206,204
1245,2011-09-02,Spain,Chile,3,2,Friendly,True,Spain,1,12,3,15,1,13,12
1246,2011-09-03,Scotland,Czech Republic,2,2,UEFA Euro qualification,False,Draw,0,7,7,10,47,33,14
1247,2011-09-06,Belgium,United States,1,0,Friendly,False,Belgium,1,9,4,9,41,34,7
1248,2011-09-06,England,Wales,1,0,UEFA Euro qualification,False,England,1,11,3,6,5,48,43
1249,2011-09-06,Finland,Netherlands,0,2,UEFA Euro qualification,False,Netherlands,2,4,11,8,86,2,84
1250,2011-09-06,Italy,Slovenia,1,0,UEFA Euro qualification,False,Italy,1,12,1,10,9,26,17
1251,2011-09-06,Latvia,Greece,1,1,UEFA Euro qualification,False,Draw,0,1,9,2,68,14,54
1252,2011-09-06,Poland,Germany,2,2,Friendly,False,Draw,0,5,13,10,66,3,63
1253,2011-09-06,Romania,France,0,0,UEFA Euro qualification,False,Draw,0,4,11,6,56,15,41
1254,2011-09-06,Scotland,Lithuania,1,0,UEFA Euro qualification,False,Scotland,1,10,1,13,47,92,45
1255,2011-09-06,Spain,Liechtenstein,6,0,UEFA Euro qualification,False,Spain,6,12,0,15,1,132,131
1256,2011-10-07,Belgium,Kazakhstan,4,1,UEFA Euro qualification,False,Belgium,3,9,0,11,41,138,97
1257,2011-10-07,Czech Republic,Spain,0,2,UEFA Euro qualification,False,Spain,2,4,12,9,33,1,32
1258,2011-10-07,France,Albania,3,0,UEFA Euro qualification,False,France,3,11,1,11,15,74,59
1259,2011-10-07,Greece,Croatia,2,0,UEFA Euro qualification,False,Greece,2,9,5,13,14,8,6
1260,2011-10-07,Montenegro,England,2,2,UEFA Euro qualification,False,Draw,0,2,9,1,51,5,46
1261,2011-10-07,Netherlands,Moldova,1,0,UEFA Euro qualification,False,Netherlands,1,11,1,15,2,136,134
1262,2011-10-07,Portugal,Iceland,5,3,UEFA Euro qualification,False,Portugal,2,15,0,13,7,104,97
1263,2011-10-07,Serbia,Italy,1,1,UEFA Euro qualification,False,Draw,0,5,10,6,27,9,18
1264,2011-10-07,Turkey,Germany,1,3,UEFA Euro qualification,False,Germany,2,4,13,4,28,3,25
1265,2011-10-08,Liechtenstein,Scotland,0,1,UEFA Euro qualification,False,Scotland,1,0,10,0,132,47,85
1266,2011-10-11,Denmark,Portugal,2,1,UEFA Euro qualification,False,Denmark,1,4,12,5,11,7,4
1267,2011-10-11,France,Bosnia and Herzegovina,1,1,UEFA Euro qualification,False,Draw,0,9,2,9,15,20,5
1268,2011-10-11,Georgia,Greece,1,2,UEFA Euro qualification,False,Greece,1,1,11,3,73,14,59
1269,2011-10-11,Germany,Belgium,3,1,UEFA Euro qualification,False,Germany,2,13,8,12,3,41,38
1270,2011-10-11,Italy,Northern Ireland,3,0,UEFA Euro qualification,False,Italy,3,13,2,12,9,88,79
1271,2011-10-11,Spain,Scotland,3,1,UEFA Euro qualification,False,Spain,2,12,10,15,1,47,46
1272,2011-10-11,Sweden,Netherlands,3,2,UEFA Euro qualification,False,Sweden,1,7,10,8,18,2,16
1273,2011-11-11,Belgium,Romania,2,1,Friendly,False,Belgium,1,10,3,13,41,56,15
1274,2011-11-11,Bosnia and Herzegovina,Portugal,0,0,UEFA Euro qualification,False,Draw,0,3,10,2,20,7,13
1275,2011-11-11,Cyprus,Scotland,1,2,Friendly,False,Scotland,1,1,10,1,127,47,80
1276,2011-11-11,France,United States,1,0,Friendly,False,France,1,11,1,9,15,34,19
1277,2011-11-11,Greece,Russia,1,1,Friendly,False,Draw,0,11,2,11,14,12,2
1278,2011-11-11,Netherlands,Switzerland,0,0,Friendly,False,Draw,0,10,6,13,2,17,15
1279,2011-11-11,Poland,Italy,0,2,Friendly,False,Italy,2,2,13,7,66,9,57
1280,2011-11-11,Ukraine,Germany,3,3,Friendly,False,Draw,0,2,11,2,55,3,52
1281,2011-11-12,England,Spain,1,0,Friendly,False,England,1,11,12,8,5,1,4
1282,2011-11-15,Costa Rica,Spain,2,2,Friendly,False,Draw,0,1,10,4,65,1,64
1283,2011-11-15,England,Sweden,1,0,Friendly,False,England,1,13,7,11,5,18,13
1284,2011-11-15,France,Belgium,0,0,Friendly,False,Draw,0,9,10,9,15,41,26
1285,2011-11-15,Germany,Netherlands,3,0,Friendly,False,Germany,3,11,7,15,3,2,1
1286,2011-11-15,Greece,Romania,1,3,Friendly,True,Romania,2,8,5,8,14,56,42
1287,2011-11-15,Italy,Uruguay,0,1,Friendly,False,Uruguay,1,10,4,9,9,4,5
1288,2011-11-15,Portugal,Bosnia and Herzegovina,6,2,UEFA Euro qualification,False,Portugal,4,10,3,15,7,20,13
1289,2012-02-29,England,Netherlands,2,3,Friendly,False,Netherlands,1,10,7,10,6,8,2
1290,2012-02-29,Germany,France,1,2,Friendly,False,France,1,10,11,12,2,17,15
1291,2012-02-29,Greece,Belgium,1,1,Friendly,False,Draw,0,8,8,8,11,21,10
1292,2012-02-29,Italy,United States,0,1,Friendly,False,United States,1,7,4,9,4,28,24
1293,2012-02-29,Poland,Portugal,0,0,Friendly,False,Draw,0,3,8,5,55,7,48
1294,2012-02-29,Slovenia,Scotland,1,1,Friendly,False,Draw,0,2,10,2,49,72,23
1295,2012-02-29,Spain,Venezuela,5,0,Friendly,False,Spain,5,10,0,15,1,57,56
1296,2012-05-25,Belgium,Montenegro,2,2,Friendly,False,Draw,0,6,3,11,21,31,10
1297,2012-05-26,Greece,Slovenia,1,1,Friendly,True,Draw,0,6,3,6,11,49,38
1298,2012-05-26,Netherlands,Bulgaria,1,2,Friendly,False,Bulgaria,1,4,3,10,8,50,42
1299,2012-05-26,Norway,England,0,1,Friendly,False,England,1,9,10,9,24,6,18
1300,2012-05-26,Portugal,North Macedonia,0,0,Friendly,False,Draw,0,6,1,13,7,81,74
1301,2012-05-26,Spain,Serbia,2,0,Friendly,True,Spain,2,10,4,15,1,38,37
1302,2012-05-26,Switzerland,Germany,5,3,Friendly,False,Switzerland,2,8,7,8,12,2,10
1303,2012-05-26,United States,Scotland,5,1,Friendly,False,United States,4,6,7,6,28,72,44
1304,2012-05-27,France,Iceland,3,2,Friendly,False,France,1,11,0,11,17,90,73
1305,2012-05-30,Netherlands,Slovakia,2,0,Friendly,False,Netherlands,2,7,3,10,8,47,39
1306,2012-05-30,Spain,South Korea,4,1,Friendly,True,Spain,3,10,6,15,1,35,34
1307,2012-05-31,Armenia,Greece,0,1,Friendly,True,Greece,1,3,6,5,75,11,64
1308,2012-05-31,France,Serbia,2,0,Friendly,False,France,2,13,1,11,17,38,21
1309,2012-05-31,Germany,Israel,2,0,Friendly,False,Germany,2,7,1,12,2,78,76
1310,2012-06-01,Italy,Russia,0,3,Friendly,True,Russia,3,6,4,6,4,9,5
1311,2012-06-02,England,Belgium,1,0,Friendly,False,England,1,12,6,12,6,21,15
1312,2012-06-02,Netherlands,Northern Ireland,6,0,Friendly,False,Netherlands,6,9,1,10,8,96,88
1313,2012-06-02,Portugal,Turkey,1,3,Friendly,False,Turkey,2,6,4,10,7,40,33
1314,2012-06-03,Spain,China PR,1,0,Friendly,False,Spain,1,13,4,15,1,88,87
1315,2012-06-05,France,Estonia,4,0,Friendly,False,France,4,13,3,13,17,86,69
1316,2012-06-08,Poland,Greece,1,1,UEFA Euro,False,Draw,0,3,6,3,55,11,44
1317,2012-06-09,Germany,Portugal,1,0,UEFA Euro,True,Germany,1,9,5,12,2,7,5
1318,2012-06-09,Netherlands,Denmark,0,1,UEFA Euro,True,Denmark,1,9,6,7,8,23,15
1319,2012-06-10,Spain,Italy,1,1,UEFA Euro,True,Draw,0,13,4,13,1,4,3
1320,2012-06-11,France,England,1,1,UEFA Euro,True,Draw,0,13,10,11,17,6,11
1321,2012-06-12,Greece,Czech Republic,1,2,UEFA Euro,True,Czech Republic,1,6,7,3,11,29,18
1322,2012-06-13,Denmark,Portugal,2,3,UEFA Euro,True,Portugal,1,6,5,5,23,7,16
1323,2012-06-13,Netherlands,Germany,1,2,UEFA Euro,True,Germany,1,6,9,6,8,2,6
1324,2012-06-14,Italy,Croatia,1,1,UEFA Euro,True,Draw,0,2,6,4,4,10,6
1325,2012-06-14,Spain,Republic of Ireland,4,0,UEFA Euro,True,Spain,4,13,7,13,1,42,41
1326,2012-06-15,Sweden,England,2,3,UEFA Euro,True,England,1,4,10,8,20,6,14
1327,2012-06-15,Ukraine,France,0,2,UEFA Euro,False,France,2,2,13,2,47,17,30
1328,2012-06-16,Greece,Russia,1,0,UEFA Euro,True,Greece,1,8,4,5,11,9,2
1329,2012-06-17,Denmark,Germany,1,2,UEFA Euro,True,Germany,1,6,12,4,23,2,21
1330,2012-06-17,Portugal,Netherlands,2,1,UEFA Euro,True,Portugal,1,7,6,10,7,8,1
1331,2012-06-18,Croatia,Spain,0,1,UEFA Euro,True,Spain,1,3,13,4,10,1,9
1332,2012-06-18,Italy,Republic of Ireland,2,0,UEFA Euro,True,Italy,2,5,7,4,4,42,38
1333,2012-06-19,Sweden,France,2,0,UEFA Euro,True,Sweden,2,7,10,10,20,17,3
1334,2012-06-19,Ukraine,England,0,1,UEFA Euro,False,England,1,1,13,1,47,6,41
1335,2012-06-21,Czech Republic,Portugal,0,1,UEFA Euro,True,Portugal,1,4,9,6,29,7,22
1336,2012-06-22,Germany,Greece,4,2,UEFA Euro,True,Germany,2,15,7,12,2,11,9
1337,2012-06-23,Spain,France,2,0,UEFA Euro,True,Spain,2,13,7,13,1,17,16
1338,2012-06-24,England,Italy,0,0,UEFA Euro,True,Italy,0,10,8,9,6,4,2
1339,2012-06-27,Portugal,Spain,0,0,UEFA Euro,True,Spain,0,9,13,7,7,1,6
1340,2012-06-28,Germany,Italy,1,2,UEFA Euro,True,Italy,1,12,11,9,2,4,2
1341,2012-07-01,Spain,Italy,4,0,UEFA Euro,True,Spain,4,15,10,13,1,4,3
1342,2012-08-15,Belgium,Netherlands,4,2,Friendly,False,Belgium,2,6,3,13,21,8,13
1343,2012-08-15,England,Italy,2,1,Friendly,True,England,1,10,9,9,6,4,2
1344,2012-08-15,France,Uruguay,0,0,Friendly,False,Draw,0,5,5,11,17,16,1
1345,2012-08-15,Germany,Argentina,1,3,Friendly,False,Argentina,2,9,12,9,2,3,1
1346,2012-08-15,Norway,Greece,2,3,Friendly,False,Greece,1,6,7,9,24,11,13
1347,2012-08-15,Portugal,Panama,2,0,Friendly,False,Portugal,2,12,0,7,7,51,44
1348,2012-08-15,Puerto Rico,Spain,1,2,Friendly,False,Spain,1,0,15,0,132,1,131
1349,2012-08-15,Scotland,Australia,3,1,Friendly,False,Scotland,2,7,7,13,72,36,36
1350,2012-09-07,Bulgaria,Italy,2,2,FIFA World Cup qualification,False,Draw,0,4,7,3,50,4,46
1351,2012-09-07,Finland,France,0,1,FIFA World Cup qualification,False,France,1,1,7,5,83,17,66
1352,2012-09-07,Germany,Faroe Islands,3,0,FIFA World Cup qualification,False,Germany,3,9,0,9,2,153,151
1353,2012-09-07,Latvia,Greece,1,2,FIFA World Cup qualification,False,Greece,1,1,9,1,106,11,95
1354,2012-09-07,Luxembourg,Portugal,1,2,FIFA World Cup qualification,False,Portugal,1,0,12,1,148,7,141
1355,2012-09-07,Moldova,England,0,5,FIFA World Cup qualification,False,England,5,1,12,2,128,6,122
