,date,home_team,away_team,home_score,away_score,tournament,neutral,winner,GD,home_team_curr_form,away_team_curr_form,home_team_home_form,home_rank,away_rank,rank_diff
1887,2017-09-04,Scotland,Malta,2,0,FIFA World Cup qualification,False,Scotland,2,11,0,9,32,184,152
1888,2017-09-05,Italy,Israel,1,0,FIFA World Cup qualification,False,Italy,1,12,0,15,14,98,84
1889,2017-09-05,Liechtenstein,Spain,0,8,FIFA World Cup qualification,False,Spain,8,0,13,0,181,6,175
1890,2017-10-05,England,Slovenia,1,0,FIFA World Cup qualification,False,England,1,10,1,13,15,69,54
1891,2017-10-05,Northern Ireland,Germany,1,3,FIFA World Cup qualification,False,Germany,2,3,15,4,24,1,23
1892,2017-10-05,Scotland,Slovakia,1,0,FIFA World Cup qualification,False,Scotland,1,13,3,11,32,28,4
1893,2017-10-06,Italy,North Macedonia,1,1,FIFA World Cup qualification,False,Draw,0,10,1,13,14,76,62
1894,2017-10-06,Spain,Albania,3,0,FIFA World Cup qualification,False,Spain,3,13,0,13,6,62,56
1895,2017-10-07,Andorra,Portugal,0,2,FIFA World Cup qualification,False,Portugal,2,0,12,0,138,3,135
1896,2017-10-07,Belarus,Netherlands,1,3,FIFA World Cup qualification,False,Netherlands,2,4,12,1,92,20,72
1897,2017-10-07,Bosnia and Herzegovina,Belgium,3,4,FIFA World Cup qualification,False,Belgium,1,2,15,5,37,5,32
1898,2017-10-07,Bulgaria,France,0,1,FIFA World Cup qualification,False,France,1,6,10,5,43,9,34
1899,2017-10-07,Cyprus,Greece,1,2,FIFA World Cup qualification,False,Greece,1,0,6,0,91,47,44
1900,2017-10-08,Germany,Azerbaijan,5,1,FIFA World Cup qualification,False,Germany,4,15,0,13,1,117,116
1901,2017-10-08,Lithuania,England,0,1,FIFA World Cup qualification,False,England,1,1,12,0,149,15,134
1902,2017-10-08,Slovenia,Scotland,2,2,FIFA World Cup qualification,False,Draw,0,2,11,4,69,32,37
1903,2017-10-09,Albania,Italy,0,1,FIFA World Cup qualification,False,Italy,1,0,10,3,62,14,48
1904,2017-10-09,Israel,Spain,0,1,FIFA World Cup qualification,False,Spain,1,0,15,1,98,6,92
1905,2017-10-10,Belgium,Cyprus,4,0,FIFA World Cup qualification,False,Belgium,4,15,0,13,5,91,86
1906,2017-10-10,France,Belarus,2,1,FIFA World Cup qualification,False,France,1,13,4,13,9,92,83
1907,2017-10-10,Greece,Gibraltar,4,0,FIFA World Cup qualification,False,Greece,4,8,0,5,47,202,155
1908,2017-10-10,Netherlands,Sweden,2,0,FIFA World Cup qualification,False,Netherlands,2,12,7,12,20,18,2
1909,2017-10-10,Portugal,Switzerland,2,0,FIFA World Cup qualification,False,Portugal,2,15,4,10,3,8,5
1910,2017-11-09,Croatia,Greece,4,1,FIFA World Cup qualification,False,Croatia,3,8,7,7,17,47,30
1911,2017-11-09,Scotland,Netherlands,0,1,Friendly,False,Netherlands,1,10,12,10,32,20,12
1912,2017-11-10,Belgium,Mexico,3,3,Friendly,False,Draw,0,13,5,11,5,16,11
1913,2017-11-10,England,Germany,0,0,Friendly,False,Draw,0,13,13,11,15,1,14
1914,2017-11-10,France,Wales,2,0,Friendly,False,France,2,13,3,13,9,19,10
1915,2017-11-10,Portugal,Saudi Arabia,3,0,Friendly,False,Portugal,3,15,0,12,3,63,60
1916,2017-11-10,Sweden,Italy,1,0,FIFA World Cup qualification,False,Sweden,1,9,7,7,18,14,4
1917,2017-11-11,Spain,Costa Rica,5,0,Friendly,False,Spain,5,15,4,13,6,26,20
1918,2017-11-12,Greece,Croatia,0,0,FIFA World Cup qualification,False,Draw,0,7,8,6,47,17,30
1919,2017-11-13,Italy,Sweden,0,0,FIFA World Cup qualification,False,Draw,0,8,10,11,14,18,4
1920,2017-11-14,Belgium,Japan,1,0,Friendly,False,Belgium,1,13,5,13,5,57,52
1921,2017-11-14,England,Brazil,0,0,Friendly,False,Draw,0,11,7,11,15,2,13
1922,2017-11-14,Germany,France,2,2,Friendly,False,Draw,0,11,11,13,1,9,8
1923,2017-11-14,Portugal,United States,1,1,Friendly,False,Draw,0,13,7,13,3,24,21
1924,2017-11-14,Romania,Netherlands,0,3,Friendly,False,Netherlands,3,3,15,6,41,20,21
1925,2017-11-14,Russia,Spain,3,3,Friendly,False,Draw,0,3,13,8,64,6,58
1926,2018-03-23,France,Colombia,2,3,Friendly,False,Colombia,1,10,11,10,2,12,10
1927,2018-03-23,Germany,Spain,1,1,Friendly,False,Draw,0,9,11,11,16,9,7
1928,2018-03-23,Greece,Switzerland,0,1,Friendly,False,Switzerland,1,7,7,5,43,8,35
1929,2018-03-23,Italy,Argentina,0,2,Friendly,True,Argentina,2,5,9,8,18,11,7
1930,2018-03-23,Netherlands,England,0,1,Friendly,False,England,1,12,11,12,14,5,9
1931,2018-03-23,Portugal,Egypt,2,1,Friendly,True,Portugal,1,13,3,13,6,56,50
1932,2018-03-23,Scotland,Costa Rica,0,1,Friendly,False,Costa Rica,1,7,6,7,38,36,2
1933,2018-03-26,Portugal,Netherlands,0,3,Friendly,True,Netherlands,3,10,12,10,6,14,8
1934,2018-03-27,Belgium,Saudi Arabia,4,0,Friendly,False,Belgium,4,13,0,13,1,69,68
1935,2018-03-27,England,Italy,1,1,Friendly,False,Draw,0,9,5,9,5,18,13
1936,2018-03-27,Germany,Brazil,0,1,Friendly,False,Brazil,1,6,7,8,16,3,13
1937,2018-03-27,Greece,Egypt,1,0,Friendly,True,Greece,1,7,3,7,43,56,13
1938,2018-03-27,Hungary,Scotland,0,1,Friendly,False,Scotland,1,1,7,2,51,38,13
1939,2018-03-27,Russia,France,1,3,Friendly,False,France,2,3,10,5,48,2,46
1940,2018-03-27,Spain,Argentina,6,1,Friendly,False,Spain,5,11,6,13,9,11,2
1941,2018-05-15,Saudi Arabia,Greece,2,0,Friendly,True,Saudi Arabia,2,3,4,4,69,43,26
1942,2018-05-28,Portugal,Tunisia,2,2,Friendly,False,Draw,0,8,3,8,6,26,20
1943,2018-05-28,Italy,Saudi Arabia,2,1,Friendly,True,Italy,1,5,3,8,18,69,51
1944,2018-05-28,France,Republic of Ireland,2,0,Friendly,False,France,2,10,4,10,2,33,31
1945,2018-05-29,Peru,Scotland,2,0,Friendly,False,Peru,2,4,4,3,20,38,18
1946,2018-05-31,Slovakia,Netherlands,1,1,Friendly,False,Draw,0,4,10,8,27,14,13
1947,2018-06-01,France,Italy,3,1,Friendly,False,France,2,10,5,12,2,18,16
1948,2018-06-02,England,Nigeria,2,1,Friendly,False,England,1,9,3,9,5,44,39
1949,2018-06-02,Mexico,Scotland,1,0,Friendly,False,Mexico,1,5,3,5,17,38,21
1950,2018-06-02,Belgium,Portugal,0,0,Friendly,False,Draw,0,11,6,11,1,6,5
1951,2018-06-02,Austria,Germany,2,1,Friendly,False,Austria,1,4,3,3,22,16,6
1952,2018-06-03,Spain,Switzerland,1,1,Friendly,False,Draw,0,9,8,13,9,8,1
1953,2018-06-04,Italy,Netherlands,1,1,Friendly,False,Draw,0,5,8,6,18,14,4
1954,2018-06-06,Belgium,Egypt,3,0,Friendly,False,Belgium,3,11,3,11,1,56,55
1955,2018-06-07,England,Costa Rica,2,0,Friendly,False,England,2,11,3,9,5,36,31
1956,2018-06-07,Portugal,Algeria,3,0,Friendly,False,Portugal,3,8,1,8,6,67,61
1957,2018-06-08,Germany,Saudi Arabia,2,1,Friendly,False,Germany,1,5,3,8,16,69,53
1958,2018-06-09,Tunisia,Spain,0,1,Friendly,True,Spain,1,3,9,3,26,9,17
1959,2018-06-09,France,United States,1,1,Friendly,False,Draw,0,10,8,10,2,25,23
1960,2018-06-11,Belgium,Costa Rica,4,1,Friendly,False,Belgium,3,13,3,13,1,36,35
1961,2018-06-15,Portugal,Spain,3,3,FIFA World Cup,True,Draw,0,6,9,8,6,9,3
1962,2018-06-16,France,Australia,2,1,FIFA World Cup,True,France,1,13,3,10,2,41,39
1963,2018-06-17,Germany,Mexico,0,1,FIFA World Cup,True,Mexico,1,4,7,5,16,17,1
1964,2018-06-18,Belgium,Panama,3,0,FIFA World Cup,True,Belgium,3,13,0,13,1,71,70
1965,2018-06-18,Tunisia,England,1,2,FIFA World Cup,True,England,1,2,13,2,26,5,21
1966,2018-06-20,Portugal,Morocco,1,0,FIFA World Cup,True,Portugal,1,9,4,8,6,40,34
1967,2018-06-20,Iran,Spain,0,1,FIFA World Cup,True,Spain,1,0,11,0,29,9,20
1968,2018-06-21,France,Peru,1,0,FIFA World Cup,True,France,1,13,3,13,2,20,18
1969,2018-06-23,Belgium,Tunisia,5,2,FIFA World Cup,True,Belgium,3,13,1,13,1,26,25
1970,2018-06-23,Germany,Sweden,2,1,FIFA World Cup,True,Germany,1,6,7,7,16,14,2
1971,2018-06-24,England,Panama,6,1,FIFA World Cup,True,England,5,13,0,11,5,71,66
1972,2018-06-25,Spain,Morocco,2,2,FIFA World Cup,True,Draw,0,9,5,11,9,40,31
1973,2018-06-25,Iran,Portugal,1,1,FIFA World Cup,True,Draw,0,1,9,1,29,6,23
1974,2018-06-26,Denmark,France,0,0,FIFA World Cup,True,Draw,0,2,11,3,10,2,8
1975,2018-06-27,South Korea,Germany,2,0,FIFA World Cup,True,South Korea,2,6,6,9,53,16,37
1976,2018-06-28,England,Belgium,0,1,FIFA World Cup,True,Belgium,1,12,15,10,5,1,4
1977,2018-06-30,France,Argentina,4,3,FIFA World Cup,True,France,1,11,6,13,2,11,9
1978,2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup,True,Uruguay,1,9,8,10,7,6,1
1979,2018-07-01,Russia,Spain,1,1,FIFA World Cup,False,Russia,0,5,8,5,48,9,39
1980,2018-07-02,Belgium,Japan,3,2,FIFA World Cup,True,Belgium,1,15,5,15,1,50,49
1981,2018-07-03,Colombia,England,1,1,FIFA World Cup,True,England,0,8,12,4,12,5,7
1982,2018-07-06,Uruguay,France,0,2,FIFA World Cup,True,France,2,9,13,9,7,2,5
1983,2018-07-06,Brazil,Belgium,1,2,FIFA World Cup,True,Belgium,1,7,15,6,3,1,2
1984,2018-07-07,Sweden,England,0,2,FIFA World Cup,True,England,2,4,12,7,14,5,9
1985,2018-07-10,France,Belgium,1,0,FIFA World Cup,True,France,1,13,12,13,2,1,1
1986,2018-07-11,Croatia,England,2,1,FIFA World Cup,True,Croatia,1,10,9,10,4,5,1
1987,2018-07-14,Belgium,England,2,0,FIFA World Cup,True,Belgium,2,12,6,15,1,5,4
1988,2018-07-15,France,Croatia,4,2,FIFA World Cup,True,France,2,13,7,15,2,4,2
1989,2018-09-06,Germany,France,0,0,UEFA Nations League,False,Draw,0,7,13,7,16,2,14
1990,2018-09-06,Netherlands,Peru,2,1,Friendly,False,Netherlands,1,8,3,12,14,20,6
1991,2018-09-06,Portugal,Croatia,1,1,Friendly,False,Draw,0,6,8,9,6,4,2
1992,2018-09-07,Italy,Poland,1,1,UEFA Nations League,False,Draw,0,6,3,6,18,20,2
1993,2018-09-07,Scotland,Belgium,0,4,Friendly,False,Belgium,4,3,12,6,38,1,37
1994,2018-09-08,England,Spain,1,2,UEFA Nations League,False,Spain,1,6,8,9,5,9,4
1995,2018-09-08,Estonia,Greece,0,1,UEFA Nations League,False,Greece,1,1,7,1,96,43,53
1996,2018-09-09,France,Netherlands,2,1,UEFA Nations League,False,France,1,13,8,15,2,14,12
1997,2018-09-09,Germany,Peru,2,1,Friendly,False,Germany,1,7,3,10,16,20,4
1998,2018-09-10,Portugal,Italy,1,0,UEFA Nations League,False,Portugal,1,8,5,11,6,18,12
1999,2018-09-10,Scotland,Albania,2,0,UEFA Nations League,False,Scotland,2,6,0,6,38,60,22
2000,2018-09-11,Iceland,Belgium,0,3,UEFA Nations League,False,Belgium,3,7,12,3,37,1,36
2001,2018-09-11,Spain,Croatia,6,0,UEFA Nations League,False,Spain,6,10,5,11,9,4,5
2002,2018-09-11,Hungary,Greece,2,1,UEFA Nations League,False,Hungary,1,3,6,4,51,43,8
2003,2018-09-11,England,Switzerland,1,0,Friendly,False,England,1,6,7,9,5,8,3
2004,2018-10-10,Italy,Ukraine,1,1,Friendly,False,Draw,0,3,1,6,18,28,10
2005,2018-10-11,Poland,Portugal,2,3,UEFA Nations League,False,Portugal,1,2,8,2,20,6,14
2006,2018-10-11,Israel,Scotland,2,1,UEFA Nations League,False,Israel,1,3,3,4,90,38,52
2007,2018-10-11,France,Iceland,2,2,Friendly,False,Draw,0,11,5,13,2,37,35
2008,2018-10-11,Wales,Spain,1,4,Friendly,False,Spain,3,3,10,9,19,9,10
2009,2018-10-12,Belgium,Switzerland,2,1,UEFA Nations League,False,Belgium,1,12,4,15,1,8,7
2010,2018-10-12,Croatia,England,0,0,UEFA Nations League,False,Draw,0,5,4,10,4,5,1
2011,2018-10-12,Greece,Hungary,1,0,UEFA Nations League,False,Greece,1,9,3,10,43,51,8
2012,2018-10-13,Netherlands,Germany,3,0,UEFA Nations League,False,Netherlands,3,8,7,12,14,16,2
2013,2018-10-14,Poland,Italy,0,1,UEFA Nations League,False,Italy,1,2,6,1,20,18,2
2014,2018-10-14,Scotland,Portugal,1,3,Friendly,False,Portugal,2,3,10,3,38,6,32
2015,2018-10-15,Spain,England,2,3,UEFA Nations League,False,England,1,9,7,8,9,5,4
2016,2018-10-15,Finland,Greece,2,0,UEFA Nations League,False,Finland,2,7,6,4,58,43,15
2017,2018-10-16,France,Germany,2,1,UEFA Nations League,False,France,1,11,4,13,2,16,14
2018,2018-10-16,Belgium,Netherlands,1,1,Friendly,False,Draw,0,13,8,13,1,14,13
2019,2018-11-15,Belgium,Iceland,2,0,UEFA Nations League,False,Belgium,2,13,4,13,1,37,36
2020,2018-11-15,Croatia,Spain,3,2,UEFA Nations League,False,Croatia,1,5,9,10,4,9,5
2021,2018-11-15,Greece,Finland,1,0,UEFA Nations League,False,Greece,1,9,4,10,43,58,15
2022,2018-11-15,England,United States,3,0,Friendly,False,England,3,10,8,9,5,25,20
2023,2018-11-15,Germany,Russia,3,0,Friendly,False,Germany,3,7,4,10,16,48,32
2024,2018-11-16,Netherlands,France,2,0,UEFA Nations League,False,Netherlands,2,10,8,12,14,2,12
2025,2018-11-17,Italy,Portugal,0,0,UEFA Nations League,False,Draw,0,6,11,7,18,6,12
2026,2018-11-17,Albania,Scotland,0,4,UEFA Nations League,False,Scotland,4,0,6,3,60,38,22
2027,2018-11-18,Switzerland,Belgium,5,2,UEFA Nations League,False,Switzerland,3,7,10,6,8,1,7
2028,2018-11-18,England,Croatia,2,1,UEFA Nations League,False,England,1,13,5,9,5,4,1
2029,2018-11-18,Greece,Estonia,0,1,UEFA Nations League,False,Estonia,1,6,4,9,43,96,53
2030,2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,False,Spain,1,9,2,8,9,34,25
2031,2018-11-19,Germany,Netherlands,2,2,UEFA Nations League,False,Draw,0,7,8,11,16,14,2
2032,2018-11-20,Portugal,Poland,1,1,UEFA Nations League,False,Draw,0,11,2,9,6,20,14
2033,2018-11-20,Scotland,Israel,3,2,UEFA Nations League,False,Scotland,1,9,3,6,38,90,52
2034,2018-11-20,France,Uruguay,1,0,Friendly,False,France,1,10,6,13,2,7,5
2035,2018-11-20,Italy,United States,1,0,Friendly,True,Italy,1,8,5,7,18,25,7
